Amateur
Calentamiento articular, 90, 4, 240
Intervalo de capacidad aeróbica sentado, 100, 8, 60
Descanso activo sentado, 80, 3, 60
Intervalo de capacidad aeróbica sentado, 100, 8, 60
Descanso activo sentado, 80, 3, 60
Intervalo de capacidad aeróbica de pie, 105, 8.5, 60
Descanso activo sentado, 80, 3, 60
Intervalo de capacidad aeróbica de pie, 105, 8.5, 60
Lavado profundo de lactato, 80, 2, 240
