Elite
Calentamiento y activación, 95, 5, 240
Serie VO2 Max sostenida sentado, 105, 9, 120
Recuperación rodando sentado, 75, 3, 120
Micro-ráfaga explosiva de pie, 115, 10, 30
Micro-descanso sentado, 70, 2, 30
Micro-ráfaga explosiva de pie, 115, 10, 30
Micro-descanso sentado, 70, 2, 30
Micro-ráfaga explosiva de pie, 115, 10, 30
Serie VO2 Max final sentado, 105, 9.5, 120
Vuelta a la calma metabólica, 80, 2, 300
