Principiante
Rodaje suave de inicio, 85, 3, 240
Aceleración controlada sentado, 95, 6, 45
Pausa completa sentado, 80, 2, 90
Aceleración controlada sentado, 95, 6.5, 45
Pausa completa sentado, 80, 2, 90
Aceleración controlada de pie, 100, 7, 45
Pausa completa sentado, 80, 2, 90
Rodaje final de asimilación, 80, 2, 240
