Principiante
Rodaje para entrar en calor, 85, 3, 240
Transición a subida sentado, 80, 4, 120
Subida constante de base sentado, 70, 5, 240
Descanso activo en llano, 85, 3, 120
Subida constante de base sentado, 70, 5.5, 240
Breve estiramiento de pie, 65, 6, 60
Enfriamiento y soltar piernas, 80, 2, 240
